query_name,taxid,scientific_name,rank,lineage,synonyms
Kribbella,182639.0,Kribbella,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Kribbellaceae,Hongia
Lachnoanaerobaculum,1164882.0,Lachnoanaerobaculum,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Lachnoanaerobaculum orale,979627.0,Lachnoanaerobaculum orale,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum,
Lachnoanaerobaculum umeaense,617123.0,Lachnoanaerobaculum umeaense,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum,
Lachnobacterium,140625.0,Lachnobacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Lachnobacterium bovis,140626.0,Lachnobacterium bovis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnobacterium,
Lachnoclostridium,1506553.0,Lachnoclostridium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Lachnospira,28050.0,Lachnospira,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Lachnospira pectinoschiza,28052.0,Lachnospira pectinoschiza,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospira,
Lachnospiraceae,186803.0,Lachnospiraceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales,
Lachnospiraceae bacterium,1898203.0,Lachnospiraceae bacterium,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; unclassified Lachnospiraceae,
Lachnospiraceae incertae sedis,2840493.0,Lachnospiraceae incertae sedis,no rank,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Lactobacillaceae,33958.0,Lactobacillaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales,Leuconostocaceae
Lactobacillales,186826.0,Lactobacillales,order,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli,
Lactobacillales\t,,Lactobacillales\t,Unknown,Unknown,
Lactobacilli,,Lactobacilli,Unknown,Unknown,
Lactobacillus,1578.0,Lactobacillus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae,Paralactobacillus
Lactobacillus acidophilus,1579.0,Lactobacillus acidophilus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Bacillus acidophilus; Thermobacterium intestinale
Lactobacillus brevis,1580.0,Levilactobacillus brevis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Levilactobacillus,Bacillus casei g; Bacillus g; Betabacterium breve; Lactobacillus brevis; Lactobacterium breve
Lactobacillus bulgaricus,,Lactobacillus bulgaricus,Unknown,Unknown,
Lactobacillus coleohominis,181675.0,Limosilactobacillus coleohominis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus,Lactobacillus coleohominis
Lactobacillus crispatus,47770.0,Lactobacillus crispatus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Eubacterium crispatum; Lactobacillus crispatus (Brygoo and Aladame 1953) Moore and Holdeman 1970 (Approved Lists)
Lactobacillus delbrueckii,1584.0,Lactobacillus delbrueckii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Bacillus Delbrucki; Bacillus acidificans longissimus; Bacterium delbrucki; Lactobacillus delbrucki; Lactobacterium delbrucki
Lactobacillus fermentum,1613.0,Limosilactobacillus fermentum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus,Bacillus casei d; Bacillus d; Lactobacillus cellobiosus; Lactobacillus fermentum; Lactobacterium fermentum
Lactobacillus gasseri,1596.0,Lactobacillus gasseri,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,
Lactobacillus iners,147802.0,Lactobacillus iners,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,Lactobacillus sp. EF (Enevold Falsen) group 47
Lactobacillus jensenii,109790.0,Lactobacillus jensenii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,
Lactobacillus mucosae,97478.0,Limosilactobacillus mucosae,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus,Lactobacillus mucosae
Lactobacillus plantarum,,Lactobacillus plantarum,Unknown,Unknown,
Lactobacillus reuteri,1598.0,Limosilactobacillus reuteri,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus,Lactobacillus fermentum biotype II; Lactobacillus fermentum subsp. reuteri; Lactobacillus reuteri
Lactobacillus rhamnosus,47715.0,Lacticaseibacillus rhamnosus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus,Lactobacillus casei rhamnosus; Lactobacillus casei subsp. rhamnosus; Lactobacillus rhamnosus
Lactobacillus rogosae,706562.0,[Lactobacillus] rogosae,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospira,Lactobacillus rogosae Holdeman and Moore 1974 (Approved Lists 1980)
Lactobacillus ruminis,1623.0,Ligilactobacillus ruminis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Ligilactobacillus,Lactobacillus ruminis
Lactobacillus sakei,,Lactobacillus sakei,Unknown,Unknown,
Lactobacillus salivarius,1624.0,Ligilactobacillus salivarius,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Ligilactobacillus,Lactobacillus salivarius; Lactobacillus salivarius subsp. salicinius
Lactobacillus sp. L-YJ,215530.0,Lactobacillus sp. L-YJ,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; unclassified Lactobacillus,
Lactobacillus vaginalis,1633.0,Limosilactobacillus vaginalis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus,Lactobacillus vaginalis
Lactococcus,1357.0,Lactococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae,
Lactococcus lactis,1358.0,Lactococcus lactis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus,Lactobacillus xylosus; Streptococcus lactis (Lister 1873) Lohnis 1909 (Approved Lists 1980)
Lactonifactor,420345.0,Lactonifactor,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Clostridiaceae,
Larkinella,332157.0,Larkinella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Spirosomataceae,
Lasiosphaeriaceae,42302.0,Lasiosphaeriaceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Sordariomycetidae; Sordariales,
Lautropia,47670.0,Lautropia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae,
Lautropia mirabilis,47671.0,Lautropia mirabilis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia,
Lawsonella,1847725.0,Lawsonella,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Lawsonellaceae,
Leclercia,83654.0,Leclercia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,Leclercia Tamura et al. 1987
Leptolyngbya,47251.0,Leptolyngbya,genus,cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Leptolyngbyales; Leptolyngbyaceae; Leptolyngbya group,
Leptosphaeria,5021.0,Leptosphaeria,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Leptosphaeriaceae,
Leptospira,171.0,Leptospira,genus,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Leptospirales; Leptospiraceae,
Leptotrichia,32067.0,Leptotrichia,genus,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae,
Leptotrichia amnionii,187101.0,Sneathia vaginalis,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia,Leptotrichia amnionii; Sneathia amnii
Leptotrichia buccalis,40542.0,Leptotrichia buccalis,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia,Leptothrix buccalis
Leptotrichia sp. oral clone FP036,175642.0,Leptotrichia sp. oral clone FP036,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; environmental samples,
Leptotrichia wadei,157687.0,Leptotrichia wadei,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia,
Leptotrichiaceae,1129771.0,Leptotrichiaceae,family,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales,
Leucobacter,55968.0,Leucobacter,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,
Leuconostoc,1243.0,Leuconostoc,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae,Betacoccus; Leuconostoc van Tieghem 1878 (Approved Lists 1980)
Leuconostocaceae,33958.0,Lactobacillaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales,Leuconostocaceae
Limnobacter,131079.0,Limnobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae,
Limnohabitans,665874.0,Limnohabitans,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae,
Listeria,1637.0,Listeria,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae,Listerella
Listeriaceae,186820.0,Listeriaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales,Listeriaceae Ludwig et al. 2010
Lonepinella,53416.0,Lonepinella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae,
Lophiostomataceae,45147.0,Lophiostomataceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales,
Lupinus,3869.0,Lupinus,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; genistoids sensu lato; core genistoids; Genisteae,
Lyrodus pedicellatus,457830.0,Lyrodus pedicellatus,species,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Autobranchia; Heteroconchia; Euheterodonta; Imparidentia; Neoheterodontei; Myida; Pholadoidea; Teredinidae; Lyrodus,Teredo pedicellata
Macrococcus,69965.0,Macrococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae,
Mageeibacillus indolicus,884684.0,Mageeibacillus indolicus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Mageeibacillus,
Malassezia,55193.0,Malassezia,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae,
Malassezia furfur,55194.0,Malassezia furfur,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia,Microsporum furfur; Pityrosporum orbiculare; Pityrosporum ovale; Saccharomyces ovalis
Malassezia globosa,76773.0,Malassezia globosa,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia,
Malassezia restricta,76775.0,Malassezia restricta,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia,
Malassezia sympodialis,76777.0,Malassezia sympodialis,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia,
Malasseziales incertae sedis,,Malasseziales incertae sedis,Unknown,Unknown,
Mannheimia,75984.0,Mannheimia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae,
Marasmiaceae,654128.0,Marasmiaceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Marasmiineae,
Marinicella,863253.0,Marinicella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Marinicellaceae,
Marvinbryantia,248744.0,Marvinbryantia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,Bryantella
Megamonas,158846.0,Megamonas,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae,
Megamonas funiformis,437897.0,Megamonas funiformis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Megamonas,
Megamonas hypermegale,158847.0,Megamonas hypermegale,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Megamonas,Bacteroides hypermegas; Megamonas hypermegas (Harrison and Hansen 1963) Shah and Collins 1983; Sphaerophorus hypermegas
Megasphaera,906.0,Megasphaera,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae,Anaeroglobus; Colibacter
Megasphaera elsdenii,907.0,Megasphaera elsdenii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Megasphaera,Organism LC; Peptostreptococcus elsdenii; rumen organism LC
Megasphaera micronuciformis,187326.0,Megasphaera micronuciformis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Megasphaera,
Meiothermus,65551.0,Meiothermus,genus,cellular organisms; Bacteria; Thermotogati; Deinococcota; Deinococci; Thermales; Thermaceae,
Methanobrevibacter,2172.0,Methanobrevibacter,genus,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae,
Methanobrevibacter smithii,2173.0,Methanobrevibacter smithii,species,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter,Methanocatella smithii
Methanoculleus,45989.0,Methanoculleus,genus,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae,
Methanomethylophilus,1291539.0,Methanomethylophilus,genus,cellular organisms; Archaea; Methanobacteriati; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomethylophilaceae,Candidatus Methanomethylophilus; Methanomethylophilus Borrel et al. 2024
Methanosphaera,2316.0,Methanosphaera,genus,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae,
Methanothermobacter,145260.0,Methanothermobacter,genus,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae,Methanobacter
Methylobacter,429.0,Methylobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae,
Methylobacteriaceae,119045.0,Methylobacteriaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales,Methylobacteriaceae Garrity et al. 2006
Methylobacterium,407.0,Methylobacterium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae,
Methylobacterium adhaesivum,333297.0,Methylobacterium adhaesivum,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Methylobacteriaceae; Methylobacterium,
Methylophilus,16.0,Methylophilus,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae,
Methylotenera,359407.0,Methylotenera,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae,
Methylotenera mobilis,359408.0,Methylotenera mobilis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylotenera,
Microbacterium,33882.0,Microbacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae,Aureobacterium
Micrococcaceae,1268.0,Micrococcaceae,family,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales,Yaniaceae; Yaniellaceae
Micrococcus,1269.0,Micrococcus,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae,
Micrococcus luteus,1270.0,Micrococcus luteus,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Micrococcus,"""Micrococcus flavus"" Trevisan; Bacteridium luteum; Micrococcus lysodeikticus; Sarcina lutea"
Microcystis,3252632.0,Microcystis,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Eupulmonata; Stylommatophora; Helicina; Gastrodontoidea; Microcystidae,
Micromonosporaceae,28056.0,Micromonosporaceae,family,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales,Actinocatenisporaceae Salam et al. 2020
Microvirgula,57479.0,Microvirgula,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Aquaspirillaceae,
Mitis group streptococci,,Mitis group streptococci,Unknown,Unknown,
Mitrastema yamamotoi,51498.0,Mitrastemon yamamotoi,species,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Mitrastemonaceae; Mitrastemon,Mitrastema yamamotoi; Mitrastemma yamamotoi
Mitsuaria,93681.0,Roseateles,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae,Kinneretia; Mitsuaria; Mitsuaria Amakata et al. 2005; Paucibacter; Pelomonas
Mitsuokella,52225.0,Mitsuokella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae,
Mitsuokella jalaludinii,187979.0,Mitsuokella jalaludinii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Mitsuokella,
Mitsuokella multacida,52226.0,Mitsuokella multacida,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Selenomonadales; Selenomonadaceae; Mitsuokella,Bacteroides multiacidus; Mitsuokella multiacidus
Mobiluncus,2050.0,Mobiluncus,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae,Falcivibrio
Mobiluncus curtisii,2051.0,Mobiluncus curtisii,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Mobiluncus,Falcivibrio vaginalis
Mobiluncus mulieris,2052.0,Mobiluncus mulieris,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Mobiluncus,Falcivibrio grandis
Modestobacter,88138.0,Modestobacter,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Geodermatophilales; Geodermatophilaceae,
Mogibacterium,86331.0,Mogibacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae,
Mogibacterium diversum,114527.0,Mogibacterium diversum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Mogibacterium,
Mogibacterium neglectum,114528.0,Mogibacterium neglectum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Mogibacterium,
Mogibacterium timidum,35519.0,Mogibacterium timidum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; Mogibacterium,Eubacterium timidum
Monascus purpureus,5098.0,Monascus purpureus,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Monascus,Monascus albidus; Monascus anka; Monascus araneosus; Monascus purpurea; Monascus rubiginosus
Monilinia,38447.0,Monilinia,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Leotiomycetes; Helotiales; Sclerotiniaceae,
Montagnulaceae,221678.0,Didymosphaeriaceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Pleosporomycetidae; Pleosporales; Massarineae,Montagnulaceae
Moraxella,475.0,Moraxella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae,Diplobacillus
Moraxella catarrhalis,480.0,Moraxella catarrhalis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella,Branhamella catarrhalis; Mikrokkokus catarrhalis; Moraxella (subgen. Branhamella Catlin 1970) catarrhalis (Frosch and Kolle 1896) Bovre 1984
Moraxella nonliquefaciens,478.0,Moraxella nonliquefaciens,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Moraxella,Bacillus duplex non liquefaciens; Moraxella (subgen. Moraxella Lwoff 1939) nonliquefaciens (Scarlett 1916) Bovre 1984
Moraxella osloensis,34062.0,Faucicola osloensis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Faucicola,Moraxella (subgen. Moraxella Lwoff 1939) osloensis (B?vre and Henriksen 1967) B?vre 1979; Moraxella (subgen. Moraxella Lwoff 1939) osloensis (B?vre and Henriksen 1967) B?vre 1984; Moraxella osloensis
Moraxellaceae,468.0,Moraxellaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales,Acinetobacteraceae; Branhamaceae
Morganella,108061.0,Morganella,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Coccoidea; Diaspididae,
Moryella,437755.0,Moryella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Mucor racemosus,4841.0,Mucor racemosus,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Mucoromycota; Mucoromycotina; Mucoromycetes; Mucorales; Mucorineae; Mucoraceae; Mucor,Mucor varians
Myceligenerans,253183.0,Myceligenerans,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Promicromonosporaceae,
Mycobacterium,1763.0,Mycobacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae,Mycobacterium Lehmann and Neumann 1896 (Approved Lists 1980)
Mycobacterium tuberculosis,1773.0,Mycobacterium tuberculosis,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex,Bacillus tuberculosis; Bacterium tuberculosis; Mycobacterium tuberculosis (Zopf 1883) Lehmann and Neumann 1896 (Approved Lists 1980); Mycobacterium tuberculosis typus humanus; Mycobacterium tuberculosis var. hominis
Mycoplana,13159.0,Mycoplana,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae,
Mycoplasma,2093.0,Mycoplasma,genus,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mollicutes; Mycoplasmatales; Mycoplasmataceae,Asterococcus; Asteromyces; Borrelomyces; Bovimyces; Eperythrozoon
Mycoplasma faucium,,Mycoplasma faucium,Unknown,Unknown,
Mycoplasma genitalium,2097.0,Mycoplasmoides genitalium,species,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mycoplasmoidales; Mycoplasmoidaceae; Mycoplasmoides,Mycoplasma genitalium
Mycoplasma hominis,,Mycoplasma hominis,Unknown,Unknown,
